customer_id,full_name,email,phone,national_id,age,gender,region,marital_status,education_level,employment_status,housing_status,annual_income,savings_balance,checking_balance,loan_amount,loan_duration_months,existing_credits,past_due_count,credit_history_score,debt_ratio,loan_purpose,consent_flag,application_date,credit_risk
CUST-001761,Noura Sow,noura.sow1761@example-bank.test,+222-34-197404,7925264913,40,M,Nouakchott,married,secondary,unemployed,rent,7586.22,1335.69,377.34,8425.9,12,2,0,648,1.336,other,TRUE,2025-12-14,bad
CUST-001762,Abdallahi Ould,abdallahi.ould1762@example-bank.test,+222-23-944532,1449940768,18,F,Trarza,divorced,bachelor,self_employed,family,34892.54,8655.88,143.99,12124.25,12,1,1,552,0.424,housing,TRUE,2025-03-13,bad
CUST-001763,Sidi Sow,sidi.sow1763@example-bank.test,+222-46-210237,8402946114,36,F,Nouadhibou,married,primary,public_sector,rent,22602.69,5190.85,3889.79,14899.83,18,0,0,625,0.768,consumer_goods,TRUE,2025-06-05,bad
CUST-001764,Sidi Ba,sidi.ba1764@example-bank.test,+222-43-402357,5163031445,48,M,Tagant,married,bachelor,public_sector,own,36093.91,9892.68,2520.63,7463.37,18,0,1,609,0.33,consumer_goods,TRUE,2025-11-15,bad
CUST-001765,Yahya Sow,yahya.sow1765@example-bank.test,+222-42-163266,5031801033,39,F,Assaba,married,bachelor,private_sector,rent,49140.94,9661.85,14993.11,10580.87,6,1,0,460,0.358,car,TRUE,2025-04-22,bad
CUST-001766,Zeinebou Ould,zeinebou.ould1766@example-bank.test,+222-22-230919,3943667809,45,F,Trarza,married,secondary,private_sector,rent,23794.4,3401.3,1685.49,7873.73,24,2,1,642,0.51,education,TRUE,2025-05-05,good
CUST-001767,Mariam Sy,mariam.sy1767@example-bank.test,+222-42-559819,6236676696,34,M,Nouakchott,divorced,primary,self_employed,family,16797.22,215.1,-7.41,9600.82,36,1,1,606,0.768,housing,TRUE,2025-09-10,good
CUST-001768,Aicha Ould,aicha.ould1768@example-bank.test,+222-26-433600,5233178667,37,M,Nouakchott,single,secondary,private_sector,own,16804.44,3932.65,624.96,7825.07,6,0,1,460,0.46,education,TRUE,2025-04-29,bad
CUST-001769,Abdallahi Mokhtar,abdallahi.mokhtar1769@example-bank.test,+222-36-735909,8336682788,55,F,Brakna,single,master,unemployed,own,13056.07,1445.89,884.45,11773.52,36,1,0,668,1.074,other,TRUE,2025-11-13,bad
CUST-001770,Mohamed Fall,mohamed.fall1770@example-bank.test,+222-22-647452,4416874093,46,F,Trarza,married,bachelor,self_employed,own,48939.04,7074.68,2114.61,15308.79,36,1,0,566,0.332,education,TRUE,2025-01-01,good
CUST-001771,Abdallahi Sow,abdallahi.sow1771@example-bank.test,+222-48-193966,3553860757,29,F,Nouakchott,divorced,bachelor,public_sector,rent,86019.66,18189.33,11916.6,17117.97,12,0,2,547,0.252,housing,TRUE,2025-07-26,good
CUST-001772,Noura Mokhtar,noura.mokhtar1772@example-bank.test,+222-29-758979,2811126978,26,M,Hodh El Gharbi,married,bachelor,private_sector,other,56045.91,14359.68,1951.04,8447.48,12,2,0,516,0.337,business,TRUE,2025-04-14,bad
CUST-001773,Sidi Diallo,sidi.diallo1773@example-bank.test,+222-28-963209,6632550827,37,F,Trarza,single,secondary,self_employed,own,15172.03,4120.32,738.41,16353.64,12,1,1,473,1.376,housing,TRUE,2025-04-13,bad
CUST-001774,Khadijetou Ahmed,khadijetou.ahmed1774@example-bank.test,+222-47-911079,1717387459,44,M,Nouadhibou,married,bachelor,self_employed,rent,78064.71,15686.61,10452.5,7643.41,18,0,0,505,0.141,housing,TRUE,2025-12-19,good
CUST-001775,Yahya Diallo,yahya.diallo1775@example-bank.test,+222-46-728213,1216671557,23,M,Brakna,divorced,secondary,private_sector,rent,18107.45,5756.07,1369.9,19422.2,48,1,0,696,1.243,business,TRUE,2025-05-26,bad
CUST-001776,Abdallahi Barry,abdallahi.barry1776@example-bank.test,+222-24-895483,3012265343,55,M,Nouakchott,widowed,bachelor,public_sector,own,48702.66,0.0,2670.84,11446.03,18,0,1,707,0.12,consumer_goods,TRUE,2025-02-08,good
CUST-001777,Mintou Kane,mintou.kane1777@example-bank.test,+222-41-636312,2589429946,36,F,Nouakchott,divorced,master,public_sector,rent,44093.34,1594.13,4165.17,5050.19,12,0,1,678,0.129,housing,TRUE,2025-12-24,bad
CUST-001778,Noura Traore,noura.traore1778@example-bank.test,+222-29-810875,9083832748,30,F,Brakna,married,bachelor,self_employed,own,33080.57,7886.79,5039.72,6686.2,24,1,0,656,0.469,consumer_goods,TRUE,2025-02-01,bad
CUST-001779,Cheikh Fall,cheikh.fall1779@example-bank.test,+222-29-662573,2215508109,41,F,Guidimakha,married,bachelor,retired,rent,9724.0,1879.36,403.47,3740.89,18,0,0,642,0.573,education,TRUE,2025-10-12,good
CUST-001780,Abdallahi Ould,abdallahi.ould1780@example-bank.test,+222-33-330851,3274334018,59,M,Brakna,single,bachelor,self_employed,own,26041.55,7155.99,-1500.0,6168.31,18,0,1,540,0.288,car,TRUE,2025-11-18,good
CUST-001781,Aicha Salem,aicha.salem1781@example-bank.test,+222-46-622455,3760159397,68,M,Nouadhibou,married,primary,retired,rent,18448.45,0.0,1217.13,12567.86,18,0,1,452,0.839,car,TRUE,2025-11-02,good
CUST-001782,Boubacar Traore,boubacar.traore1782@example-bank.test,+222-30-939595,6578152196,33,M,Nouakchott,married,bachelor,private_sector,family,16483.21,1085.82,2053.19,23775.36,36,2,1,547,1.638,car,TRUE,2025-10-05,bad
CUST-001783,Cheikh Salem,cheikh.salem1783@example-bank.test,+222-42-162614,3346963750,29,F,Nouakchott,married,bachelor,self_employed,own,28816.38,2174.0,1400.79,15092.55,36,2,0,721,0.612,car,TRUE,2025-10-13,good
CUST-001784,Fatimata Fall,fatimata.fall1784@example-bank.test,+222-20-629727,8445084540,59,F,Nouakchott,married,secondary,retired,own,20664.2,5861.11,305.77,9484.86,24,1,1,618,0.617,car,TRUE,2025-10-23,good
CUST-001785,Yahya Sy,yahya.sy1785@example-bank.test,+222-45-844286,3517094915,37,F,Nouakchott,single,secondary,student,family,8967.45,2191.05,1213.9,20209.6,60,0,1,517,1.8,health,TRUE,2025-04-19,bad
CUST-001786,Yahya Diallo,yahya.diallo1786@example-bank.test,+222-33-306510,3258620979,32,M,Inchiri,single,phd,self_employed,family,65077.89,12215.34,-1500.0,25978.87,24,2,0,653,0.488,car,TRUE,2025-01-10,good
CUST-001787,Zeinebou Sow,zeinebou.sow1787@example-bank.test,+222-35-757852,6858836478,23,M,Nouakchott,married,bachelor,self_employed,family,25708.85,1364.66,2496.51,5163.78,24,1,0,593,0.305,consumer_goods,TRUE,2025-11-05,good
CUST-001788,Zeinebou Barry,zeinebou.barry1788@example-bank.test,+222-28-960464,7030722117,38,F,Adrar,single,secondary,self_employed,own,13542.85,2147.34,3188.92,18550.83,6,0,0,495,1.355,education,TRUE,2025-02-27,good
CUST-001789,Boubacar Ahmed,boubacar.ahmed1789@example-bank.test,+222-24-556112,3060801522,29,F,Nouakchott,single,secondary,public_sector,rent,45567.58,2639.84,9162.3,8377.94,48,1,0,638,0.33,business,TRUE,2025-01-06,good
CUST-001790,Abdallahi Ahmed,abdallahi.ahmed1790@example-bank.test,+222-36-147915,6664266245,31,F,Guidimakha,single,master,private_sector,own,65114.23,12519.09,4476.05,14771.47,36,1,0,570,0.377,other,TRUE,2025-05-28,good
CUST-001791,Mohamed Ba,mohamed.ba1791@example-bank.test,+222-42-189702,1034652446,67,M,Nouakchott,single,secondary,public_sector,own,40227.85,7898.28,8590.6,9193.66,24,1,1,598,0.301,car,TRUE,2025-01-16,good
CUST-001792,Sidi Mahmoud,sidi.mahmoud1792@example-bank.test,+222-24-857185,1133026578,37,M,Nouakchott,single,bachelor,private_sector,own,95133.12,28803.05,936.39,13373.14,24,1,0,627,0.157,business,TRUE,2025-01-01,bad
CUST-001793,Zeinebou Traore,zeinebou.traore1793@example-bank.test,+222-41-193653,7139286904,55,M,Tagant,married,bachelor,self_employed,rent,48937.64,0.0,2775.3,22611.47,24,2,0,673,0.671,housing,FALSE,2025-12-30,good
CUST-001794,Fatimata Mokhtar,fatimata.mokhtar1794@example-bank.test,+222-37-374854,1669753633,43,F,Trarza,single,secondary,unemployed,own,13192.1,0.0,1222.12,5811.83,60,0,0,522,0.708,housing,TRUE,2025-02-26,good
CUST-001795,Ahmed Sow,ahmed.sow1795@example-bank.test,+222-21-856761,2185934940,23,F,Nouadhibou,divorced,bachelor,retired,family,14449.83,5692.94,1338.51,10249.06,18,0,0,650,0.927,business,TRUE,2025-11-20,bad
CUST-001796,Cheikh Traore,cheikh.traore1796@example-bank.test,+222-22-106357,1395457668,45,M,Nouakchott,married,bachelor,unemployed,own,15041.64,838.73,1999.78,7598.47,6,1,0,516,0.577,other,TRUE,2025-09-20,bad
CUST-001797,Noura Sow,noura.sow1797@example-bank.test,+222-40-258947,6785616471,49,F,Nouakchott,single,secondary,private_sector,own,35231.28,3027.05,8241.12,4991.71,12,1,0,682,0.279,housing,TRUE,2025-04-26,good
CUST-001798,Sidi Ahmed,sidi.ahmed1798@example-bank.test,+222-37-797888,5431871960,18,M,Nouakchott,married,bachelor,public_sector,own,30162.53,3072.29,2006.99,10009.71,18,0,0,739,0.378,health,TRUE,2025-08-10,bad
CUST-001799,Yahya Mahmoud,yahya.mahmoud1799@example-bank.test,+222-43-140010,9472605009,39,F,Trarza,married,secondary,retired,own,17297.86,5712.47,-1500.0,8959.4,24,0,0,850,0.659,car,TRUE,2025-07-24,good
CUST-001800,Mariam Sy,mariam.sy1800@example-bank.test,+222-35-101742,2616337135,44,M,Nouakchott,single,bachelor,unemployed,rent,11357.46,3908.04,-135.18,3750.04,48,2,0,662,0.341,education,TRUE,2025-05-25,bad
CUST-001801,Mintou Sy,mintou.sy1801@example-bank.test,+222-46-131582,2799613221,50,F,Nouakchott,married,bachelor,public_sector,own,81608.75,4243.79,1476.53,10548.68,48,2,1,675,0.432,housing,TRUE,2025-11-28,bad
CUST-001802,Ahmed Salem,ahmed.salem1802@example-bank.test,+222-31-296212,6645323784,41,M,Nouakchott,divorced,secondary,self_employed,own,28278.63,8976.37,1689.13,10669.04,6,3,1,500,0.605,business,FALSE,2025-02-21,bad
CUST-001803,Mariam Mokhtar,mariam.mokhtar1803@example-bank.test,+222-31-538256,2488996113,61,M,Hodh El Gharbi,single,secondary,private_sector,own,27615.28,7134.09,5970.22,6160.47,60,0,0,617,0.283,education,TRUE,2025-09-18,good
CUST-001804,Fatimata Kane,fatimata.kane1804@example-bank.test,+222-45-332321,3217811985,45,M,Nouakchott,married,secondary,private_sector,own,47429.77,20416.38,7150.81,9567.94,18,1,2,569,0.323,education,TRUE,2025-03-21,bad
CUST-001805,Mintou Salem,mintou.salem1805@example-bank.test,+222-46-685945,4342823156,20,F,Nouakchott,married,bachelor,private_sector,own,67625.2,11801.61,9627.14,6945.52,12,0,0,618,0.248,housing,TRUE,2025-03-09,bad
CUST-001806,Khadijetou Sow,khadijetou.sow1806@example-bank.test,+222-38-894840,4125735806,41,M,Hodh Ech Chargui,single,secondary,self_employed,own,29786.51,5917.2,5135.79,10878.71,36,1,2,564,0.572,car,TRUE,2025-05-03,good
CUST-001807,Zeinebou Sow,zeinebou.sow1807@example-bank.test,+222-30-919964,3942215511,27,M,Gorgol,married,bachelor,private_sector,own,45686.44,5882.84,11232.26,5337.37,36,0,2,490,0.284,housing,TRUE,2025-07-30,good
CUST-001808,Fatimata Kane,fatimata.kane1808@example-bank.test,+222-48-636664,5585638875,32,M,Assaba,married,bachelor,private_sector,rent,87553.68,23307.65,-398.21,11721.64,18,0,0,478,0.333,business,FALSE,2025-04-30,bad
CUST-001809,Noura Ahmed,noura.ahmed1809@example-bank.test,+222-48-466554,4083899929,50,M,Tagant,married,bachelor,unemployed,family,8411.88,3109.56,1927.11,17232.55,36,1,0,603,1.8,housing,FALSE,2025-09-30,bad
CUST-001810,Yahya Sy,yahya.sy1810@example-bank.test,+222-22-712050,4713184645,55,M,Nouakchott,married,bachelor,public_sector,rent,34918.01,13924.53,-1500.0,9637.3,18,0,1,539,0.404,other,TRUE,2025-03-25,good
CUST-001811,Zeinebou Traore,zeinebou.traore1811@example-bank.test,+222-39-719456,3550665776,48,F,Assaba,married,master,retired,family,41515.75,1852.22,5755.58,16499.82,6,3,0,562,0.507,health,FALSE,2025-10-31,good
CUST-001812,Fatimata Mint,fatimata.mint1812@example-bank.test,+222-48-424682,2237493789,24,M,Trarza,married,secondary,self_employed,own,39746.48,4552.03,3001.05,6470.32,12,1,0,608,0.292,business,TRUE,2025-08-21,good
CUST-001813,Mintou Ahmed,mintou.ahmed1813@example-bank.test,+222-23-842602,8505540007,57,F,Gorgol,widowed,primary,unemployed,rent,6218.44,4274.76,-4.26,6401.05,24,1,1,634,1.361,business,TRUE,2025-04-04,bad
CUST-001814,Zeinebou Salem,zeinebou.salem1814@example-bank.test,+222-38-414441,4792886852,35,F,Nouadhibou,single,secondary,private_sector,rent,25691.05,4825.97,3790.63,4227.22,36,2,1,511,0.284,health,TRUE,2025-10-12,good
CUST-001815,Ahmed Mokhtar,ahmed.mokhtar1815@example-bank.test,+222-24-172069,8162628436,24,M,Nouakchott,married,secondary,private_sector,family,39713.22,7598.87,4724.08,5167.93,24,0,1,576,0.264,consumer_goods,TRUE,2025-01-09,bad
CUST-001816,Fatimata Sow,fatimata.sow1816@example-bank.test,+222-46-101502,9875863781,43,M,Adrar,single,primary,student,own,15906.15,5660.34,364.13,13254.65,24,1,1,516,0.973,business,TRUE,2025-07-23,bad
CUST-001817,Fatimata Mint,fatimata.mint1817@example-bank.test,+222-31-732510,5243805676,44,M,Assaba,single,secondary,public_sector,family,29084.47,0.0,2648.14,6379.01,12,0,0,490,0.321,consumer_goods,TRUE,2025-09-03,good
CUST-001818,Yahya Barry,yahya.barry1818@example-bank.test,+222-39-221278,2119630692,31,M,Nouadhibou,single,secondary,self_employed,rent,24267.56,3698.12,4009.45,11196.86,12,0,0,700,0.764,housing,TRUE,2025-12-13,bad
CUST-001819,Mariam Traore,mariam.traore1819@example-bank.test,+222-33-290659,7817460883,41,F,Nouadhibou,single,primary,private_sector,rent,45117.63,2625.18,7349.53,3074.82,18,2,0,576,0.229,car,TRUE,2025-01-24,good
CUST-001820,Fatimata Mokhtar,fatimata.mokhtar1820@example-bank.test,+222-22-407143,7360295172,53,F,Assaba,married,phd,self_employed,own,50085.26,0.0,1370.73,22817.39,12,1,0,729,0.694,business,TRUE,2025-07-07,good
CUST-001821,Aicha Ahmed,aicha.ahmed1821@example-bank.test,+222-47-867367,4238515900,50,F,Brakna,single,primary,student,family,4589.8,312.99,-13.91,3850.1,12,2,0,656,1.0,other,TRUE,2025-06-03,bad
CUST-001822,Zeinebou Barry,zeinebou.barry1822@example-bank.test,+222-33-154774,9521899212,19,F,Trarza,married,bachelor,public_sector,family,47234.26,0.0,6871.25,12608.35,24,0,1,601,0.4,consumer_goods,TRUE,2025-11-25,bad
CUST-001823,Zeinebou Traore,zeinebou.traore1823@example-bank.test,+222-28-182357,7293186593,42,M,Hodh El Gharbi,divorced,secondary,self_employed,own,17225.61,0.0,2165.37,15844.28,12,2,1,553,1.168,business,TRUE,2025-11-06,bad
CUST-001824,Aicha Mint,aicha.mint1824@example-bank.test,+222-22-323584,1024170821,28,M,Assaba,single,primary,public_sector,own,18730.84,5717.62,830.02,31210.64,6,1,0,580,1.8,housing,TRUE,2025-10-10,bad
CUST-001825,Abdallahi Sy,abdallahi.sy1825@example-bank.test,+222-33-653837,2949944779,51,F,Inchiri,married,primary,public_sector,own,9623.72,2153.48,183.19,9971.9,36,2,0,615,1.096,business,TRUE,2025-11-20,bad
CUST-001826,Yahya Ahmed,yahya.ahmed1826@example-bank.test,+222-26-918248,1072198068,58,M,Nouakchott,married,bachelor,private_sector,other,56158.01,13801.25,6194.79,23337.79,6,2,0,562,0.559,car,TRUE,2025-01-06,bad
CUST-001827,Yahya Barry,yahya.barry1827@example-bank.test,+222-28-184062,3897818577,33,F,Guidimakha,single,bachelor,public_sector,own,57822.36,24559.5,-1500.0,17537.42,12,1,0,588,0.329,education,FALSE,2025-11-04,bad
CUST-001828,Noura Sy,noura.sy1828@example-bank.test,+222-38-661549,4775223371,34,M,Hodh Ech Chargui,married,secondary,private_sector,family,60041.39,20187.91,12871.3,9416.74,6,1,0,507,0.416,housing,TRUE,2025-07-25,bad
CUST-001829,Noura Ould,noura.ould1829@example-bank.test,+222-37-842505,6170993473,52,M,Nouakchott,single,bachelor,private_sector,rent,30312.26,8319.89,2269.07,11168.15,12,2,0,626,0.348,consumer_goods,TRUE,2025-01-10,good
CUST-001830,Mintou Ahmed,mintou.ahmed1830@example-bank.test,+222-31-871051,1785401963,42,F,Trarza,widowed,secondary,public_sector,own,17879.97,3130.54,-939.44,4540.54,6,1,0,614,0.341,education,FALSE,2025-09-29,good
CUST-001831,Mariam Kane,mariam.kane1831@example-bank.test,+222-24-528107,6596150161,45,M,Nouakchott,divorced,bachelor,public_sector,own,78554.12,30313.78,14256.32,6392.51,12,1,1,618,0.244,car,TRUE,2025-05-12,bad
CUST-001832,Aicha Diallo,aicha.diallo1832@example-bank.test,+222-41-295487,2518245843,52,F,Trarza,married,bachelor,student,family,5689.13,605.97,-5.42,13229.34,24,1,0,538,1.8,housing,TRUE,2025-03-31,bad
CUST-001833,Mintou Sy,mintou.sy1833@example-bank.test,+222-42-755020,2669803992,46,M,Nouadhibou,single,secondary,self_employed,own,45209.32,8361.27,998.55,14762.55,36,0,0,602,0.352,education,TRUE,2025-11-25,good
CUST-001834,Ahmed Mint,ahmed.mint1834@example-bank.test,+222-27-732894,1137652881,55,M,Nouakchott,married,bachelor,private_sector,other,18408.79,0.0,1169.22,8351.43,18,0,0,672,0.52,health,TRUE,2025-11-06,good
CUST-001835,Fatimata Mint,fatimata.mint1835@example-bank.test,+222-23-336858,8043066769,29,M,Adrar,single,master,public_sector,own,42265.55,6397.56,7158.73,29625.27,24,0,0,567,0.924,housing,FALSE,2025-04-11,bad
CUST-001836,Ahmed Ba,ahmed.ba1836@example-bank.test,+222-34-800610,9735839686,43,M,Hodh El Gharbi,married,secondary,retired,rent,12466.22,4719.96,-41.53,27430.64,36,0,0,664,1.8,other,FALSE,2025-05-30,bad
CUST-001837,Yahya Diallo,yahya.diallo1837@example-bank.test,+222-39-248106,4432965741,36,M,Hodh El Gharbi,divorced,secondary,private_sector,rent,37017.36,6302.55,966.32,17005.58,18,1,0,688,0.464,business,TRUE,2025-02-14,bad
CUST-001838,Fatimata Ould,fatimata.ould1838@example-bank.test,+222-34-873833,3472569113,52,M,Brakna,single,secondary,public_sector,own,24940.05,4087.8,3079.51,6070.88,6,1,1,506,0.293,housing,TRUE,2025-09-22,good
CUST-001839,Aicha Traore,aicha.traore1839@example-bank.test,+222-36-159478,7798724172,33,M,Gorgol,single,master,public_sector,own,25709.83,0.0,-1316.35,11655.42,60,1,1,498,0.714,housing,TRUE,2025-11-02,bad
CUST-001840,Mohamed Traore,mohamed.traore1840@example-bank.test,+222-39-619892,5673748278,21,M,Nouakchott,married,secondary,self_employed,family,42909.53,30968.27,7477.25,5753.44,24,2,0,570,0.341,car,TRUE,2025-07-08,bad
CUST-001841,Mohamed Ould,mohamed.ould1841@example-bank.test,+222-20-914912,9611827467,51,F,Guidimakha,married,master,private_sector,rent,29251.38,7353.08,3859.82,9653.29,60,0,0,611,0.352,housing,TRUE,2025-06-25,bad
CUST-001842,Cheikh Sow,cheikh.sow1842@example-bank.test,+222-28-191375,7450131725,46,F,Inchiri,divorced,primary,private_sector,own,28774.03,10852.49,820.39,3601.48,6,0,0,625,0.12,business,TRUE,2025-09-03,bad
CUST-001843,Mintou Kane,mintou.kane1843@example-bank.test,+222-38-458860,7604787553,25,M,Nouadhibou,single,bachelor,private_sector,rent,41197.8,21564.94,7296.75,3824.94,36,1,2,507,0.248,consumer_goods,TRUE,2025-09-17,good
CUST-001844,Zeinebou Sow,zeinebou.sow1844@example-bank.test,+222-34-250776,1274043382,52,M,Hodh Ech Chargui,married,master,private_sector,own,44029.86,7636.45,259.94,7222.48,36,0,0,561,0.364,car,TRUE,2025-03-24,bad
CUST-001845,Ahmed Ba,ahmed.ba1845@example-bank.test,+222-31-356644,4311949564,28,M,Brakna,married,bachelor,public_sector,family,52975.51,13745.45,11913.75,4104.82,6,0,0,597,0.093,education,TRUE,2025-07-24,good
CUST-001846,Sidi Sy,sidi.sy1846@example-bank.test,+222-41-113504,8350056820,18,F,Nouakchott,married,secondary,student,rent,17376.43,3656.11,449.25,42242.79,36,1,0,719,1.8,car,TRUE,2025-02-08,bad
CUST-001847,Aicha Mahmoud,aicha.mahmoud1847@example-bank.test,+222-29-588550,3356546312,34,F,Nouakchott,single,bachelor,self_employed,own,30898.91,8654.33,2410.96,14062.88,18,0,1,602,0.547,health,FALSE,2025-12-09,good
CUST-001848,Sidi Ould,sidi.ould1848@example-bank.test,+222-45-864274,2767480076,26,M,Nouakchott,married,primary,retired,other,15100.06,2336.21,2386.04,9809.4,6,3,0,525,0.558,education,TRUE,2025-04-12,bad
CUST-001849,Mintou Sow,mintou.sow1849@example-bank.test,+222-22-334928,5651573872,44,M,Hodh Ech Chargui,married,master,unemployed,family,18244.14,2978.93,2997.43,6549.06,24,0,1,617,0.523,business,TRUE,2025-11-29,bad
CUST-001850,Mohamed Fall,mohamed.fall1850@example-bank.test,+222-34-325137,5669802241,33,M,Nouakchott,married,bachelor,self_employed,own,34757.21,19842.89,-531.83,13904.92,36,0,1,599,0.521,housing,TRUE,2025-08-08,bad
CUST-001851,Cheikh Mahmoud,cheikh.mahmoud1851@example-bank.test,+222-37-186306,4589832202,24,F,Hodh Ech Chargui,married,secondary,unemployed,own,14198.97,2953.88,-562.23,6898.7,24,1,0,696,0.707,other,TRUE,2025-03-14,bad
CUST-001852,Yahya Mint,yahya.mint1852@example-bank.test,+222-45-600536,2694045026,31,M,Assaba,married,primary,private_sector,own,35278.73,4055.72,4863.57,6969.31,18,0,1,606,0.457,business,TRUE,2025-07-31,good
CUST-001853,Mariam Mahmoud,mariam.mahmoud1853@example-bank.test,+222-44-717246,2458192234,30,M,Nouakchott,married,secondary,private_sector,rent,20391.97,732.03,3980.63,20921.26,12,0,1,660,1.119,business,TRUE,2025-11-12,good
CUST-001854,Khadijetou Fall,khadijetou.fall1854@example-bank.test,+222-40-656132,8958082152,51,M,Nouakchott,married,primary,student,other,15292.82,9747.55,3613.73,10666.06,6,0,0,575,0.882,business,FALSE,2025-07-27,bad
CUST-001855,Zeinebou Sow,zeinebou.sow1855@example-bank.test,+222-36-560672,1704992248,38,F,Hodh Ech Chargui,married,bachelor,public_sector,other,66108.45,19097.09,-1500.0,10757.16,36,1,2,664,0.264,health,TRUE,2025-07-31,bad
CUST-001856,Mintou Kane,mintou.kane1856@example-bank.test,+222-20-202199,7521974291,26,F,Nouakchott,single,bachelor,self_employed,rent,53658.01,0.0,5018.55,11956.22,24,4,0,607,0.383,car,TRUE,2025-05-30,good
CUST-001857,Mintou Mahmoud,mintou.mahmoud1857@example-bank.test,+222-39-920190,7129262968,39,F,Nouakchott,married,secondary,self_employed,family,19772.62,4421.33,-658.95,9834.4,48,2,0,577,0.604,education,TRUE,2025-07-11,good
CUST-001858,Noura Ba,noura.ba1858@example-bank.test,+222-34-595782,8559647945,57,M,Brakna,married,secondary,public_sector,family,22059.94,4557.62,1951.87,15607.68,6,0,0,561,0.845,health,TRUE,2025-03-16,bad
CUST-001859,Mintou Ba,mintou.ba1859@example-bank.test,+222-23-489873,9333308319,39,F,Nouakchott,widowed,bachelor,self_employed,family,27443.64,6370.84,-886.22,9938.11,36,1,0,646,0.458,business,TRUE,2025-11-11,good
CUST-001860,Ahmed Fall,ahmed.fall1860@example-bank.test,+222-31-287406,9531592024,48,M,Tagant,married,bachelor,unemployed,rent,17630.83,0.0,-1279.55,14204.37,48,1,1,578,0.795,housing,TRUE,2025-04-07,bad
CUST-001861,Khadijetou Ould,khadijetou.ould1861@example-bank.test,+222-28-490254,7812427273,39,F,Nouadhibou,married,secondary,self_employed,rent,21008.13,3503.56,1238.39,22297.31,24,1,0,676,1.154,business,TRUE,2025-12-22,good
CUST-001862,Sidi Salem,sidi.salem1862@example-bank.test,+222-45-899557,1081979003,50,F,Nouakchott,married,secondary,private_sector,family,45040.1,6302.18,-1500.0,6085.04,12,1,1,563,0.273,business,TRUE,2025-03-30,bad
CUST-001863,Abdallahi Traore,abdallahi.traore1863@example-bank.test,+222-32-896536,7774994997,53,F,Assaba,divorced,secondary,private_sector,own,32570.34,5431.41,9836.54,5485.21,12,1,0,645,0.288,business,TRUE,2025-09-05,good
CUST-001864,Sidi Ba,sidi.ba1864@example-bank.test,+222-36-365215,5040360239,36,M,Hodh Ech Chargui,divorced,primary,self_employed,rent,22319.2,647.9,-1500.0,6962.24,24,0,1,594,0.373,business,TRUE,2025-09-02,bad
CUST-001865,Yahya Sy,yahya.sy1865@example-bank.test,+222-45-301296,9169510621,47,F,Nouakchott,divorced,bachelor,public_sector,own,30954.42,4444.55,-138.24,5935.39,6,1,0,643,0.242,consumer_goods,FALSE,2025-02-25,bad
CUST-001866,Mohamed Sy,mohamed.sy1866@example-bank.test,+222-27-975667,3090816535,36,M,Guidimakha,single,primary,unemployed,rent,4604.14,0.0,451.86,8222.85,6,0,0,663,1.8,car,TRUE,2025-01-30,good
CUST-001867,Noura Sy,noura.sy1867@example-bank.test,+222-24-991083,3580140123,25,F,Assaba,single,master,student,family,19580.61,0.0,1024.85,16054.06,36,0,0,757,0.944,education,TRUE,2025-03-15,good
CUST-001868,Khadijetou Salem,khadijetou.salem1868@example-bank.test,+222-28-329086,6903414949,35,M,Nouakchott,widowed,secondary,private_sector,rent,56960.21,6738.22,6462.89,9110.5,18,2,1,652,0.183,other,TRUE,2025-11-06,bad
CUST-001869,Cheikh Sow,cheikh.sow1869@example-bank.test,+222-44-134760,2304441860,29,F,Assaba,married,bachelor,private_sector,rent,26304.15,0.0,1287.76,22063.39,18,1,0,777,0.823,housing,TRUE,2025-02-12,good
CUST-001870,Khadijetou Ba,khadijetou.ba1870@example-bank.test,+222-30-623177,9995265648,41,M,Nouadhibou,married,primary,self_employed,own,27878.03,4321.77,4051.82,5813.44,6,0,1,690,0.328,business,TRUE,2025-07-12,good
CUST-001871,Mintou Kane,mintou.kane1871@example-bank.test,+222-31-189848,7436253611,38,F,Assaba,single,secondary,private_sector,rent,33961.15,1969.04,3525.76,12884.26,24,1,0,493,0.662,car,TRUE,2025-11-12,bad
CUST-001872,Boubacar Diallo,boubacar.diallo1872@example-bank.test,+222-25-858073,6262870200,24,F,Nouakchott,married,secondary,self_employed,rent,44130.51,18475.7,-1500.0,28687.87,36,1,0,574,0.764,other,TRUE,2025-01-12,bad
CUST-001873,Sidi Mahmoud,sidi.mahmoud1873@example-bank.test,+222-43-812979,5786652666,46,M,Nouakchott,single,secondary,public_sector,own,14177.54,1170.95,1474.19,12841.55,36,1,0,684,1.012,education,TRUE,2025-02-26,bad
CUST-001874,Khadijetou Mint,khadijetou.mint1874@example-bank.test,+222-32-674315,9856336459,22,M,Nouakchott,single,bachelor,private_sector,own,40211.62,4454.37,886.07,6700.03,6,2,0,669,0.196,consumer_goods,FALSE,2025-04-07,good
CUST-001875,Yahya Traore,yahya.traore1875@example-bank.test,+222-40-937824,4519354214,51,M,Nouakchott,married,master,retired,rent,20190.85,11666.82,1016.5,17118.6,60,2,1,593,1.054,consumer_goods,TRUE,2025-01-01,bad
